"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Frmd8os",2.79531320969993,-0.0193172692742636,0.302376828705031,0.887094706210485,0.938060478190135
"Frmpd1",382.128007930325,-0.054535782356229,0.202239157301425,0.724215022444153,0.836022020259168
"Frmpd1os",12.1834860504982,-2.64284844250017,0.650182825435596,2.64467698603628e-06,4.60731610761084e-05
"Frmpd2",68.7650692688685,-0.0299889958913825,0.252447317363765,0.857611549613596,0.921424913617735
"Frmpd3",959.799290249471,-0.157016377679661,0.192797465302399,0.321902460421012,0.496926714156283
"Frmpd4",1945.90380796718,-0.798260657921814,0.295813530031433,0.000509296032754958,0.00348795154217244
"Frrs1",2506.17621721316,0.431694548175924,0.107068210736022,2.07125042593373e-05,0.000252848872750778
"Frrs1l",6669.37965212768,-0.0601267165108483,0.217529793425424,0.699003730662581,0.819123438652963
"Frs2",2127.14851121818,-0.0256868600562588,0.047288429029104,0.58273478322496,0.730724554422439
"Frs3",393.481414957232,0.0521052889502208,0.0892550539816277,0.55194062475468,0.705646685162271
"Frs3os",0.383089828860801,-0.0122424290067237,0.3337978808523,0.998531570013859,NA
"Fry",5943.50043859983,-0.145508377843594,0.0781601271990967,0.063537686270319,0.153151169999018
"Fryl",2923.66841488451,0.182501650681547,0.0708976497880121,0.00818775185294077,0.0315691303027142
"Frzb",528.69810699356,0.717032822759219,0.432273582599279,0.00744076960613296,0.0293547435071221
"Fsbp",12.7460735432005,-0.235351605735612,0.224518630960567,0.179239488734671,0.329200668281309
"Fscb",0.2061831231558,0.0208225668309914,0.338818437607277,0.704608526469354,NA
"Fscn1",8846.51108999679,-0.576776864842298,0.212257222620739,0.00106838835208745,0.00629400071319517
"Fscn2",10.4663957548241,-0.10015305513362,0.322447239903023,0.39264164557433,0.567755724405096
"Fscn3",0.536201791236652,0.0367527564893766,0.331374076503423,0.668939524698057,NA
"Fsd1",490.955442927748,-0.0681099933169467,0.1902268045152,0.654211517701204,0.786674995885206
"Fsd1l",799.175763830083,-0.454738958084903,0.167159814248395,0.00199866534970523,0.0103381997169297
"Fsd2",7.33512604558562,0.175651676838466,0.26415364684878,0.330637457625812,0.505992619120921
"Fshb",0.10924200234328,-0.00176236579972666,0.337317070405657,0.991333444164024,NA
"Fshr",0.13208207400633,-0.0165904025404724,0.338565588603352,0.805246220038469,NA
"Fsip1",13.5899726844856,-0.245207201331335,0.319942730191853,0.189689561488356,0.342925276791896
"Fsip2",0,NA,NA,NA,NA
"Fsip2l",0.0671137784338524,0.0128436019475828,0.338201627307864,0.914797268830884,NA
"Fst",49.2520956676131,0.987007011245712,0.372238720291246,0.000617187503834015,0.00406547831993831
"Fstl1",847.995181737403,0.349309548780511,0.120776394629467,0.00182520764924447,0.00963570638399866
"Fstl3",35.156277581014,0.715048294769025,0.279780570856207,0.00145462125134839,0.00807460395290912
"Fstl4",246.338408824494,-0.0487493505186165,0.139998400467778,0.700977617191028,0.820378387077351
"Fstl5",484.208726481052,-0.0712401457383472,0.133984782310814,0.560794135074832,0.712975910533786
"Ftcd",0.136505138983505,-0.0166727340011666,0.338575928451479,0.805246220038469,NA
"Ftdc1",0.71412988273915,0.0439842062557588,0.33380414384641,0.52061833881033,NA
"Ftdc2",0.112455205347503,-0.00118717124762951,0.337435553068442,0.991333884489374,NA
"Fth-ps2",13.6409260178869,0.18313754311143,0.232911217749179,0.292196218566037,0.465451670280409
"Fth-ps3",1.5806254523357,0.227991142197072,0.428879927897131,0.0832956325864178,0.187324695780906
"Fth1",59431.7746066001,0.775875930091885,0.209420994116932,1.97844929835494e-05,0.000243048739753604
"Fth1-ps",32.2987041207135,0.71186892381705,0.359438792321727,0.0045240287227222,0.019807616175918
"Fthl17-ps1",0,NA,NA,NA,NA
"Fthl17-ps2",0,NA,NA,NA,NA
"Fthl17-ps3",0,NA,NA,NA,NA
"Fthl17a",0.386243675150481,0.0300826797596116,0.339803025001344,0.515377549572569,NA
"Fthl17b",0,NA,NA,NA,NA
"Fthl17c",0,NA,NA,NA,NA
"Fthl17d",0,NA,NA,NA,NA
"Fthl17e",0,NA,NA,NA,NA
"Fthl17f",0,NA,NA,NA,NA
"Ftl1",4087.5398042524,0.397423468261875,0.134412922586746,0.00136820578738818,0.00769021457525231
"Ftl1-ps1",0.174921262628689,0.0033683872012773,0.337439042299629,0.909232384160729,NA
"Ftl1-ps2",2.8785927039113,0.279254342837675,0.403190984001227,0.127105771977939,0.256657792883412
"Ftl2-ps",0.989286623099557,0.164449270425659,0.371793762537546,0.161249271658536,NA
"Ftmt",0,NA,NA,NA,NA
"Fto",4128.16112319803,0.0080450249888957,0.0427889059295093,0.855282805099902,0.919980008145696
"Ftsj1",565.475274947102,-0.176500663712812,0.0550703112312749,0.0010719421895825,0.0063081549974117
"Ftsj3",1706.30375320431,0.242557975536968,0.111923244147961,0.0209740855601527,0.0657596447526016
"Ftx",1204.67779787978,-0.361797002914163,0.128523217084169,0.00219713562353095,0.011137254176993
"Fubp1",4207.07335825602,-0.452129240752609,0.11243470177651,2.14843110119056e-05,0.000261585244165868
"Fubp3",1713.40362916217,0.156003538251761,0.0925126897347956,0.0710170886522544,0.166545512372967
"Fuca1",3064.9016610738,0.432272808412245,0.0976371826094287,3.6607968332876e-06,6.0905199886382e-05
"Fuca2",3264.84132486739,0.27624597363974,0.0443130018302932,3.02685048048852e-10,1.5427002492678e-08
"Fundc1",1366.54876559301,-0.19038909429665,0.0599571841708703,0.00122565435092209,0.00703151259647226
"Fundc2",983.222465302993,0.226496835972536,0.0737063497062374,0.00161117079775564,0.00874356715315105
"Fundc2b",0.376628014769757,-0.0711222929601009,0.344494867772007,0.380027247673289,NA
"Fuom",255.299754011454,-0.262580331277045,0.085252601124208,0.00145211314220347,0.00806452534768795
"Furin",3305.12603756739,0.606223780244702,0.119716603160886,8.16157485144144e-08,2.36148324769906e-06
"Fus",11307.261146928,-0.151150721898558,0.059676571068554,0.0161498924515038,0.0536227077662761
"Fut1",4.25347425699574,0.271614436550861,0.438102862365305,0.115139311438338,0.238723948907047
"Fut10",430.797127475931,-0.24649271104723,0.0994839513386297,0.00856220819164622,0.0326561246438225
"Fut11",1030.35675983243,-0.199053924659107,0.0826837432128272,0.0118186641370366,0.0421175527967955
"Fut2",15.2344023158782,2.7757474396739,0.626357011963757,5.17672258722291e-08,1.60127785526688e-06
"Fut4",180.773964260906,0.357222249427685,0.190403838229424,0.0266388192788742,0.079151853379709
"Fut4-ps1",0.207211069284507,-0.00707269998121595,0.337260797775519,0.88667196567715,NA
"Fut7",25.2925682922211,0.848413843675568,0.230542531147762,2.89414308873487e-05,0.000335709067842692
"Fut8",1802.81753943591,-0.125323300305842,0.0754913178445932,0.0886308967951461,0.196328183371616
"Fut9",1347.2872895494,-0.0390776492353596,0.26872234923262,0.809970766179872,0.892411544755804
"Fuz",543.536696897745,-0.588680571755382,0.207496873908175,0.000952306407938077,0.00573155577614824
"Fv1",140.726760722639,-0.370121868399931,0.192560929619673,0.0226959426664051,0.0697866530146412
"Fxn",70.9237172281085,-0.139310842832029,0.108976024497129,0.175722753015152,0.324959806155627
"Fxr1",2794.4460747895,-0.0704491606032794,0.0602775147439276,0.242234299846831,0.408205272917458
"Fxr2",4005.61907640559,-0.0055449697766973,0.0549840013215879,0.920396693999322,0.955357260630228
"Fxyd1",684.234702553633,-0.489909300441335,0.227167527688396,0.00713750685328512,0.0283939896885938
"Fxyd2",43.6948829306116,-0.0243931420036202,0.14379046459602,0.850068189362208,0.916996492526147
"Fxyd3",7.67013267102673,0.256826279389338,0.372907740168981,0.157269015000254,0.299492450469539
"Fxyd4",0.493854699420904,-0.0630526373097078,0.338811961946127,0.405807253320345,NA
"Fxyd5",1495.11968917889,1.53321743643515,0.234556595770157,9.90338084156568e-13,7.46503386931223e-11
"Fxyd6",1202.37081408995,0.206365862587894,0.179626576358118,0.179271049136189,0.329200668281309
"Fxyd7",403.420753787834,-0.180016215925711,0.184926026612577,0.245582780361444,0.412260477130001
"Fyb",6979.92997822166,0.54039433112801,0.1260241391644,4.75885812150538e-06,7.5148015841426e-05
"Fyb2",82.8623681166201,0.108946528846873,0.144852430431615,0.40908325037139,0.583345602280544
"Fyco1",2908.01779976276,-0.184029603557675,0.140315284718537,0.157735710426469,0.300186303395155
"Fyn",2988.53020402979,0.132931884404142,0.0771697668105244,0.0765905050420326,0.176296673924204
"Fyttd1",2591.19095674746,-0.238636683407846,0.0928176800646219,0.00705292743236178,0.02812958660181
"Fzd1",235.338001106358,0.387698641376771,0.205629059117055,0.0229614507815925,0.0704913815216624
"Fzd10",14.1926107796515,0.00754693309873202,0.230126128266186,0.965100512342038,0.980764447359107
"Fzd10os",17.154285027351,-1.21927834934995,0.357972424992293,4.82540919769098e-05,0.00051274375471085
"Fzd2",220.638753783631,-0.00474966469659235,0.176666760557034,0.973235268671042,0.985240978037466
"Fzd3",1658.37009177445,-0.423565603453072,0.158901310398426,0.00278648164108149,0.0135375075705313
"Fzd4",1249.06877373582,-0.0317385211743345,0.16236783875203,0.821506474102066,0.900533486713699
"Fzd5",161.293046225653,0.216815973437565,0.1698601316829,0.143868566776147,0.280769724118141
"Fzd6",372.955398062271,-0.136452167283789,0.139911800403606,0.277905857098588,0.449700098898174
"Fzd7",803.137552379569,-0.108703595946693,0.132543433176741,0.376031519716808,0.551374067048685
"Fzd8",198.84843069584,-0.241371935344272,0.121879745271706,0.0326705135148023,0.0928347808146666
"Fzd9",72.6868431599532,-0.0164339613982592,0.130194122346107,0.876730164330342,0.932359926612858
"Fzr1",1849.25691095579,-0.12460833303878,0.0787222785679608,0.100661041407478,0.215456439667615
"G0s2",174.338145221859,0.769002249033925,0.545676741944129,0.00387741803769519,0.0175296624483689
"G2e3",729.705514561297,-0.088520250528929,0.0626362475137415,0.150742488004162,0.290338917027923
"G3bp1",2571.68085345933,0.0157940340109166,0.129082191308689,0.906325670773031,0.947822353756052
"G3bp2",7992.72528858091,-0.260803674713483,0.112667084245601,0.0133876696038937,0.0463474435811374
"G430049J08Rik",0,NA,NA,NA,NA
"G430095P16Rik",65.3053486575287,0.346942852634046,0.285650160003601,0.0822606695014916,0.185699266879763
"G530011O06Rik",504.859842496088,0.909309389792509,0.420266179208273,0.00243437549270196,0.0121364456284277
"G630016G05Rik",19.6108788238471,0.0043622276169557,0.21606361003052,0.980452755129497,0.989244339288553
"G630018N14Rik",13.252183047737,1.19527536445582,0.802725951278764,0.00743203844655071,0.0293252650342299
"G630022F23Rik",26.9430731216367,0.696134847645117,0.321272152612711,0.00412777317868835,0.0184148808423691
"G630030J09Rik",6.49006867098497,-0.00791095739943496,0.240875050581638,0.96212238881843,0.978976658090904
"G630055G22Rik",0.229638377186093,-0.00741041336864739,0.337512168355263,0.897585852301872,NA
"G630064G18Rik",0.12849793121845,-0.000544348833654829,0.337488937213196,0.991333884489374,NA
"G630093K05Rik",14.4847977754682,-1.10667102118515,0.417993739654084,0.000557206030084076,0.00374666364108496
"G6pc",0.879833789353349,0.0575649351742308,0.339024966415849,0.355810644754371,NA
"G6pc2",0.499708117750831,0.00745637850631219,0.33423024842483,0.903883556159142,NA
"G6pc3",1432.62962154125,-0.17553182578942,0.0782691843929563,0.0207213105319989,0.0651972037644751
"G6pd2",2.91462548786858,0.216394462616392,0.353519520925301,0.208240631338985,0.366339938455259
"G6pdx",2424.16405919841,0.596606870649782,0.109012288339655,7.96457162039683e-09,2.96817283491653e-07
"G730003C15Rik",21.8898365631091,0.369591294540857,0.209208896409168,0.0319426208972324,0.0911885679542024
"G730013B05Rik",2.12182570818278,0.221234778039982,0.390364995363314,0.147341257417831,0.285544300209577
"G930009F23Rik",3.21017034167156,3.17625724421744,0.817875029393301,2.16957697750887e-06,3.91845001704471e-05
"G930045G22Rik",0,NA,NA,NA,NA
"Gaa",9447.06547397415,0.0294293932484186,0.0697147350263803,0.646804398508718,0.781160119770452
"Gab1",1960.06126043713,-0.369034322929434,0.0801784065308793,2.0413772068287e-06,3.72339529377087e-05
"Gab2",2901.50561141061,0.585003547093335,0.117985834586621,1.73346541170315e-07,4.59338752780315e-06
"Gab3",136.863594832809,0.463816812783848,0.117029216359638,2.65376156375673e-05,0.000311640632965841
"Gabarap",5554.16669859966,0.185242235827347,0.0617219857646068,0.00221033180883305,0.0111919670633347
"Gabarapl1",10414.8240302756,-0.253228620849771,0.0726691510041708,0.000262284026015532,0.00202893375421912
"Gabarapl2",568.802932210472,-0.0344094006456747,0.0809273541026804,0.664768718762423,0.794770339282338
"Gabbr1",15340.0900400659,-0.24514274927204,0.0737706318635961,0.000716567680841489,0.00458524572037361
"Gabbr2",5972.4463301605,0.0546822072683429,0.267746472934372,0.752634821324442,0.8548898009504
"Gabpa",1683.98306606336,-0.165620947867748,0.0545912340554654,0.00208310998855382,0.010689925868223
"Gabpb1",954.761933897341,-0.0667479443752891,0.0906343506285565,0.442089136719214,0.614225875742654
"Gabpb2",2436.57263975577,0.0260118150617721,0.107528988222721,0.798479708299378,0.885241889859901
"Gabra1",4630.83296780741,-0.252918759246443,0.128935508725651,0.031455881274061,0.0901021911160421
"Gabra2",1637.69301750386,-0.267196132869997,0.287901519102902,0.156468358037607,0.298408335004663
"Gabra3",1073.55936298137,-0.218908316087998,0.201675553693112,0.182004006146263,0.332854688376159
"Gabra4",1601.00091827609,-0.615347181202347,0.193875107775263,0.000236427499488279,0.00187212637078891
"Gabra5",3306.06836440641,-0.0879667263102049,0.141424957069129,0.492504705173509,0.657614056002142
"Gabra6",3.00468667136426,0.322433425854574,0.435665512342165,0.0960253150168599,0.207999780282033
"Gabrb1",4063.1437825697,-0.334570248593745,0.25360621492222,0.0765633778224685,0.176251650152297
"Gabrb2",1510.78852550053,-0.32291721583447,0.186903446182465,0.0414292825385781,0.111140485106202
"Gabrb3",5983.23695985757,-0.247152020827192,0.0983683634642121,0.00846351135125819,0.0323681806301313
"Gabrd",321.845469585591,-0.0641683517093586,0.194265032694027,0.684256226075802,0.809184403826034
"Gabre",13.3503644620796,-0.542724131536855,0.329192499191079,0.0176281868450306,0.05742597594328
"Gabrg1",376.841554652096,0.276933850864833,0.322102997120015,0.154612996006576,0.295644520399406
"Gabrg2",2647.04564020544,-0.326915335452177,0.173257167600648,0.0269643623235427,0.0799152471357623
"Gabrg3",438.932450454787,-0.0607470500291647,0.120309157800307,0.588358380793631,0.735143700763214
"Gabrp",0.508745223528899,-0.0781687423725242,0.344076389650948,0.330471990747728,NA
"Gabrq",10.252077043352,-0.348122680255521,0.445092205541451,0.0826033480641651,0.186217303824094
"Gabrr1",5.35239379017935,1.17144367679588,0.493067543080474,0.00123231573665342,0.00706450852526002
"Gabrr2",55.2167812854304,0.831200557747371,0.528781397457099,0.00551767194410163,0.0232316729793954
"Gabrr3",1.91497267052375,0.281302568067148,0.45621484307873,0.0895805185941389,0.197679719478416
"Gad1",5037.78224245811,0.142997622925139,0.169165663156148,0.33137396014801,0.506820032816826
"Gad1-ps",61.8130266358082,-0.264667329832265,0.29864885621296,0.165030714012029,0.310266800449446
"Gad1os",4.14142278243702,-0.323663546483762,0.374537817023301,0.11304255874863,0.235487637811741
"Gad2",2467.77739410064,0.517028891024727,0.382602799948481,0.0230214793120335,0.0706477333512364
"Gadd45a",185.021979200952,1.12479421655698,0.26451518733741,6.89738768836108e-07,1.50707273956197e-05
"Gadd45b",506.322956714525,0.984161310041649,0.255872960400743,9.82172072792313e-06,0.000137233064903891
"Gadd45g",707.759074913333,0.1911981334251,0.110426972552728,0.0665360253677307,0.1587703209574
"Gadd45gip1",609.343443568033,-0.146949901388677,0.0743774070564933,0.0392982033096238,0.1069245486525
"Gadl1",59.7447925113835,-0.247774062853897,0.16897790271236,0.0922240271116708,0.201963335792125
"Gak",5068.10660863139,0.167482989878816,0.0533967254910803,0.00155085515764789,0.00846952364171971
"Gal",5.25600021990404,-0.324751447259332,0.377739073257984,0.117287044152559,0.242099417972474
"Gal3st1",136.146846641649,0.0911357745505532,0.251609439369028,0.585689363152909,0.732921971017975
"Gal3st2",0.249644677890605,0.0566726206319001,0.343249055108034,0.51534693865726,NA
"Gal3st2b",0.314492828429363,-0.0102549721799279,0.337708472643288,0.792595709787563,NA
"Gal3st2c",1.15067926287045,0.0781870807737437,0.337288885124964,0.499302388471015,NA
"Gal3st3",1206.2939708469,-0.378164329183488,0.245278294108159,0.043733609982266,0.115728612100311
"Gal3st4",0,NA,NA,NA,NA
"Galc",2490.42591132532,0.653238526960499,0.171025209126491,1.84056156721995e-05,0.00022922557788905
"Gale",263.341845347817,0.278060171663663,0.138633744718898,0.0263098932250178,0.0783959585075246
"Galk1",375.425818497059,0.207773241894012,0.0975486146244775,0.0243367180267364,0.0737552385750841
"Galk2",841.065864058951,-0.0700238196396145,0.0709098850223189,0.31071010521007,0.4856435223831
"Galm",362.58505883656,-0.645023554750556,0.132116120449987,2.13144364334647e-07,5.49176828991437e-06
"Galns",690.271562572486,0.939174853033159,0.141548023454962,2.74323370302593e-12,1.91303591050539e-10
"Galnt1",3958.9565080325,0.263815494300677,0.0720133477760289,0.000177977619303468,0.00148476171519211
"Galnt10",1868.64362267045,-0.118133514510823,0.0689182316485573,0.0880104357305924,0.195126343513132
"Galnt11",1407.1560745983,0.0296198088033749,0.0847467817447888,0.698088302086133,0.818530279372793
"Galnt12",801.387694975622,-0.153916002244371,0.165827768499992,0.281870855757441,0.453940121157596
"Galnt13",331.726300405677,-0.222420280147823,0.142452221484552,0.0847334744366468,0.189728585296741
"Galnt14",332.344207748561,-0.37968921173014,0.188393238715832,0.0178119708420996,0.0578718525360412
"Galnt15",474.505129362438,2.00304948440934,0.188835622817971,1.17159547684909e-27,3.32790266424012e-25
"Galnt16",4601.81352056842,0.104533853979652,0.154876357831171,0.446340663290631,0.617936681488669
"Galnt17",3805.79101668916,-0.0340014378626125,0.137330572295858,0.785058317114667,0.876837936234527
"Galnt18",844.866396508956,0.251279228546569,0.158459442435894,0.0780389207585404,0.178712274339585
"Galnt2",6.68597909525524,-0.187669678888549,0.265009209375561,0.300702071297141,0.475069703903751
"Galnt3",392.310278324456,-0.417699336329687,0.105875206783925,3.26153946197167e-05,0.000369313452349266
"Galnt4",1222.16838174807,-0.0463228883946748,0.112105760207815,0.659441138289832,0.790718300800348
"Galnt5",3.33495561576836,-0.0489116550001171,0.326996750381736,0.577438286963113,0.726382187294493
"Galnt6",744.847955624393,1.33399073314057,0.496235673075234,6.00669870642551e-05,0.000611486128802722
"Galnt6os",0.641060115574317,0.21998350931528,0.431034376707681,0.0460737303705194,NA
"Galnt7",1269.94329745387,0.302700631002201,0.147473043540427,0.0245226476789706,0.0741794168491666
"Galnt9",1989.95863569417,0.124016080629872,0.183471104954669,0.420914520596496,0.594538569662438
"Galntl5",0.134227556867705,0.0158938687022193,0.338470123021637,0.82210278741445,NA
"Galntl6",430.005725237464,0.0711254220782809,0.235145613440004,0.672096847119269,0.800621795570961
"Galp",0.396863374657796,0.0190195631391187,0.338873371670213,0.604285834438179,NA
"Galr1",3.04877605995973,0.0273281883137908,0.306794106601469,0.820732487022334,0.900094129252631
"Galr2",0.838599785577291,-0.171727605399945,0.384056767992251,0.0947712952741255,NA
"Galr3",1.35895225908761,-0.0402550633015789,0.313226381371641,0.744338891667325,NA
"Galt",656.95949264035,0.14073560108832,0.059607100852423,0.0162932699557162,0.0540063816434526
"Gamt",216.084010738789,-0.539501084121412,0.270062825116383,0.00909610839097314,0.0342327608082964
"Gan",1102.96701455765,0.240988637443819,0.126992573483218,0.0388442248941294,0.106030667553505
"Ganab",6499.74486913516,-0.100781940551049,0.0779931418920733,0.183071063707809,0.334257127753887
"Ganc",1005.70152777374,-0.104163087573173,0.0972451317928249,0.261998804729081,0.431704011242773
"Gap43",1723.16251350301,-0.474982323620145,0.212944280287091,0.00740681219733366,0.0292505035097144
"Gapdh",404.204797516039,0.211204629005502,0.152324572629067,0.116071601111059,0.240150675679848
"Gapdh-ps14",14.9912199213116,0.177301941357583,0.218348407842004,0.298664379063229,0.472876807636513
"Gapdh-ps15",0.0628904060424162,-0.0137214168331456,0.338284811951471,0.89758497886022,NA
"Gapdh-ps16",0.454524572475621,-0.0167946704595053,0.331222733394087,0.836930684683442,NA
"Gapdhs",0.772997295673454,0.0776329586430492,0.346254250731445,0.344744641719584,NA
"Gapt",31.5691945480598,1.6462278721818,0.361817680975689,4.33451036296355e-07,1.00640895889323e-05
"Gapvd1",4701.44394259799,-0.0933623951269313,0.0560789626584723,0.0953373327626107,0.206890357314787
"Gar1",426.58718458051,0.232082173658869,0.12081725409183,0.0391752844085873,0.106696763849955
"Garem1",939.019968193952,0.17814841695687,0.186063101415511,0.254129744759352,0.422497502850451
"Garem2",242.011535238897,-0.00105051551388378,0.259358634584273,0.979348840377867,0.988558751466144
"Garin1a",17.0443735954426,0.811863627234348,0.33996846514534,0.00184376432612034,0.00970726914195186
"Garin1b",0.0707059303010018,0.0130497146038638,0.338216470066225,0.914797268830884,NA
"Garin2",3.57156007111046,-0.0118141454865001,0.307612631211459,0.924403532045665,0.957368033277351
"Garin3",0.0668666512147886,0.013179192814826,0.338218880230708,0.914797706669122,NA
"Garin4",3.46581785934725,0.0451538590964257,0.330112146749686,0.726863733733862,0.837626661692515
"Garin5a",86.8397001189854,0.422365689748828,0.201438521509496,0.0122977142846579,0.0434063284010079
"Garin5b",0.273721964418985,-0.0117979399495539,0.335593964065647,0.987119545461962,NA
"Garnl3",1710.27060772649,0.136434815913826,0.214291070534435,0.403475770042798,0.57832354682073
"Garre1",2049.3719131026,0.169057105271288,0.0683180292229837,0.0113153978509312,0.0406537477624387
"Gars",3294.60885880341,0.143338378484045,0.0812911904553057,0.0681443101311737,0.1616374836885
"Gart",1621.5808207268,0.190021470916682,0.0701929429455412,0.00541141772609013,0.0228752707216137
"Gas1",154.118252454745,-0.129087566493866,0.166039087326281,0.371467027525935,0.546985080612851
"Gas2",164.696430816946,0.285042933987179,0.137380145268943,0.0231181244750806,0.0708700353795774
"Gas2l1",1446.30357735369,-0.234622931386249,0.0620409503474909,0.000115036268627276,0.00103893942181718
"Gas2l2",18.984608000738,-0.589559681514293,0.358500291472368,0.0153461128710976,0.0514663645673008
"Gas2l3",124.504523037111,0.196010598741343,0.15357284359247,0.151465548229686,0.291324157668525
"Gas5",4176.3327079569,0.449188402684973,0.106424154282894,9.91762173651576e-06,0.000138324099093967
"Gas6",6024.57024266893,0.0116531518745953,0.0972183731372743,0.898242021675978,0.94415387986035
"Gas7",9499.90866720242,0.116667715675198,0.152382124834915,0.393018776727664,0.568054194696913
"Gas8",644.284472557797,-0.140945686105748,0.0632304210438893,0.0230887587204259,0.0708075534056828
"Gask1a",83.3409209295572,-0.249931251621681,0.335934830922141,0.181447407593682,0.332175824701095
"Gask1b",130.560289711976,0.554611564089797,0.314340727646264,0.0105873771733627,0.0385314358003068
"Gast",0.836674597803831,0.024347061661536,0.335243889824523,0.723159082674554,NA
"Gata1",0.399606404630866,0.0605416414682129,0.33926289522282,0.553108689864472,NA
"Gata2",408.874485195356,0.703359328771844,0.155450573651658,1.01522222951512e-06,2.08523423014692e-05
"Gata3",3.70017995917196,-0.441628876887023,0.504821966726374,0.0534054307002396,0.134405109872499
"Gata4",0.194344659515086,0.00267792122178898,0.33754253130133,0.914796830988571,NA
"Gata5",0,NA,NA,NA,NA
"Gata5os",0.0628904060424162,-0.0137214168331456,0.338284811951471,0.89758497886022,NA
"Gata6",6.24910803167569,0.044006579508868,0.256406604227423,0.793359533486012,0.881964979665722
"Gata6os",0.1638035561543,-0.0184361082644763,0.338718400517016,0.724414786088959,NA
"Gatad1",1536.23268471411,0.123681824053854,0.0542969533210983,0.0205968665517012,0.0649125105452188
"Gatad2a",1849.51867503778,0.21917757808647,0.0647538594729343,0.000549434116953842,0.00370852150914658
"Gatad2b",4239.62771174143,-0.0414121991199824,0.0588191786489058,0.47426478320707,0.641832277639828
"Gatb",612.593451432804,-0.171832278860216,0.0893036114965411,0.0461237333969364,0.120736569822594
"Gatc",995.498655798278,-0.22725957538569,0.0618929475037684,0.000182664721963989,0.00151626040769253
"Gatd1",1097.91442950848,0.0411042469600776,0.116236686761909,0.70541613366471,0.823380234794208
"Gatd3a",1558.43827101903,-0.027601701215031,0.0837085424063602,0.683805292912172,0.808856476690382
"Gatm",3690.73627642331,-0.390643161961729,0.110518294653661,0.000177018783187845,0.00147835120043431
"Gba",2750.40160936581,0.290576039730613,0.0893235195558168,0.00068773151534369,0.00443104210399141
"Gba2",2372.57763619033,-0.0258707522815988,0.0626431236362907,0.673648667156908,0.80164638815811
"Gbe1",566.249177725246,0.139714926578163,0.0855964286034638,0.0908589418356255,0.199668503937672
"Gbf1",3189.34236809127,-0.271380416995379,0.0955249274778507,0.00291841881898909,0.0140271999859459
"Gbgt1",578.135067079811,0.01834513684779,0.0994005425006134,0.847868002195288,0.915693204903109
"Gbp10",0.46345088661482,0.0179142077110208,0.33397543745198,0.950319046698061,NA
"Gbp11",6.48317900113253,-0.149163606766685,0.293269904406327,0.387487882580583,0.562573568601068
"Gbp2",440.022105612148,0.43833982631552,0.22360376935878,0.015560435942844,0.0520438934492709
"Gbp2-ps",0,NA,NA,NA,NA
"Gbp2b",1.27490897591379,-0.0548845579064759,0.338345957651957,0.35738530788291,NA
"Gbp3",614.398666439621,-0.0516157621347667,0.143807157724523,0.690583737974115,0.813322365621332
"Gbp4",139.824360496245,-0.0489923084446148,0.178225613248244,0.744934960505182,0.849656000629248
"Gbp5",676.735861771872,0.0452077962444895,0.162892327889079,0.751785117610453,0.854415930528524
"Gbp6",11.3067994513631,-0.6748400723447,0.388920746268737,0.0100087442593298,0.0368225669386053
"Gbp7",2270.67297440797,0.492562666525387,0.148024073254833,0.000251962691282994,0.00196206815480334
"Gbp8",41.6422398106227,-0.872290520031857,0.332771030704483,0.000872497065580831,0.00535923039333036
"Gbp9",806.09261944094,-0.0142936870298612,0.140367767513259,0.899932151630562,0.94494827843332
"Gbx1",1.69360378860804,-0.0355406311747019,0.309602590484823,0.797938929909853,0.884901849995729
"Gbx2",3.51481688565171,0.093704151327418,0.328000943035882,0.50158832479408,0.664939969328612
"Gc",0,NA,NA,NA,NA
"Gca",343.214797154382,0.0969420890226641,0.169326475609348,0.503005187180568,0.666060080716872
"Gcat",19.7828569298031,0.106060185684831,0.210971405979826,0.524331714234062,0.683459303147338
"Gcc1",906.151988342781,0.0516246194673953,0.0740108260027996,0.472646439947049,0.640498073030409
"Gcc2",2268.02801023674,-0.0512648166529444,0.0604195872002043,0.3934984415933,0.568500067440996
"Gcdh",916.078333914588,0.0951737201730733,0.0645699670070267,0.133687573123529,0.266459948074041
"Gcfc2",462.721310217539,0.335807606649495,0.12331846551977,0.00338960093454009,0.015772773188409
"Gcg",0.386131359043231,-0.0888748148089879,0.348440456806487,0.309097757587591,NA
"Gcgr",1.22963796170772,0.10781890548683,0.342883474868378,0.33905923165099,NA
"Gch1",215.423619835228,0.431639678359438,0.19886458962095,0.00947109285458578,0.0352622593940237
"Gchfr",5.955056268399,0.928494671227119,0.569748774545108,0.00597350028533354,0.0246955570901649
"Gck",41.8838872517651,0.134889899162777,0.208071860880043,0.415664378007901,0.589977203369673
"Gckr",6.55898102449655,-0.0541549929134811,0.256919136826486,0.746598171120525,0.850646412059837
"Gclc",2368.32025827373,-0.103252934524097,0.117662781864101,0.344340456886605,0.519521824187252
"Gclm",1496.42327362243,0.298196365612134,0.0590402699974377,2.67115284420511e-07,6.66129465173719e-06
"Gcm1",0,NA,NA,NA,NA
"Gcm2",1.80223312861571,-0.0226884675038098,0.327962758051249,0.801191075776254,0.886650949635601
"Gcn1",4402.27655666641,-0.258239077398118,0.0971017334449229,0.00516937490740682,0.0220602932105753
