external_gene_name	GM2091_avg	GM2092_avg	GM2093_avg	GM2094_avg	GM2095_avg	GM2096_avg	GM2097_avg	GM2100_avg
Gm48124	0	0	0	0	0	0	0	0
Gm48125	3	6	0	7	5	4	5	6
Gm48126	0	0	1	0	0	0	0	0
Gm48127	4	0	0	0	0	1	0	5
Gm48128	0	0	0	0	0	0	0	0
Gm48129	0	1	0	0	0	0	1	0
Gm4813	2	1	7	3	3	3	3	10
Gm48130	0	0	0	0	0	0	0	0
Gm48131	0	1	0	0	0	0	0	0
Gm48132	0	0	0	0	0	0	0	0
Gm48133	4	4	1	3	1	0	4	0
Gm48134	0	0	0	0	0	0	0	0
Gm48135	0	0	0	0	0	0	0	0
Gm48136	0	0	0	0	0	0	0	0
Gm48137	2	6	13	2	8	6	12	8
Gm48138	0	0	0	0	0	1	0	2
Gm48139	1	4	2	10	2	7	1	3
Gm4814	5	2	5	4	1	1	4	6
Gm48140	0	0	0	0	0	0	0	0
Gm48141	0	2	0	0	0	0	3	3
Gm48142	0	0	0	0	0	0	0	0
Gm48143	0	1	1	0	0	2	0	0
Gm48144	0	0	0	0	0	0	0	0
Gm48145	0	0	0	0	0	0	0	0
Gm48146	4	3	3	3	5	2	2	4
Gm48147	0	3	0	4	1	0	1	1
Gm48148	0	0	0	0	0	0	0	0
Gm48149	0	0	0	0	0	0	0	0
Gm4815	1	1	1	1	3	0	1	2
Gm48150	0	0	0	0	0	0	0	0
Gm48151	0	0	0	0	0	0	0	0
Gm48152	0	0	0	0	0	0	0	0
Gm48153	0	0	0	0	0	0	0	0
Gm48154	0	0	0	0	0	0	0	0
Gm48155	0	0	0	0	0	0	0	0
Gm48156	0	0	0	0	0	0	0	0
Gm48157	0	0	0	0	0	0	0	0
Gm48158	0	0	0	0	0	1	0	2
Gm48159	0	1	0	1	0	0	0	0
Gm48160	0	0	0	0	0	0	0	0
Gm48161	1	1	1	3	2	1	1	0
Gm48162	0	0	0	0	0	0	0	0
Gm48163	1	0	2	2	0	0	0	0
Gm48164	0	0	0	0	0	0	0	0
Gm48165	0	0	0	0	0	0	0	0
Gm48166	0	0	0	0	0	0	0	0
Gm48167	0	0	0	0	0	0	0	0
Gm48168	0	0	0	0	0	0	0	0
Gm48169	0	0	0	0	0	0	0	0
Gm4817	0	0	0	0	1	0	1	0
Gm48170	0	0	0	0	0	0	0	0
Gm48171	0	0	0	0	0	0	0	0
Gm48172	0	0	0	0	0	0	0	0
Gm48173	0	0	0	0	0	0	0	0
Gm48174	0	0	0	0	0	0	0	0
Gm48175	0	0	0	0	0	0	0	0
Gm48176	0	0	0	0	0	0	0	0
Gm48177	0	0	0	0	0	0	0	0
Gm48178	0	0	0	0	0	0	0	0
Gm48179	0	0	0	0	0	0	0	0
Gm48181	49	25	24	26	31	16	22	58
Gm48182	11	11	14	6	4	7	5	7
Gm48183	2	4	2	6	3	4	1	5
Gm48184	0	0	0	0	0	0	0	0
Gm48185	0	0	0	0	0	0	0	0
Gm48186	0	0	0	0	0	0	0	0
Gm48187	0	0	0	0	0	0	0	0
Gm48188	2	0	2	0	1	0	0	1
Gm48189	1	0	0	0	0	0	0	0
Gm4819	5	5	4	13	4	3	5	3
Gm48190	0	0	0	0	0	0	0	0
Gm48191	0	0	0	0	0	0	0	0
Gm48192	0	0	0	0	0	0	0	0
Gm48193	0	0	0	0	0	0	0	0
Gm48194	24	23	20	30	23	22	22	26
Gm48195	0	0	0	0	0	0	0	0
Gm48196	0	0	0	0	0	0	0	0
Gm48197	0	0	0	0	0	0	0	0
Gm48198	0	0	0	0	0	0	0	0
Gm48199	0	0	0	0	0	0	0	0
Gm48200	0	0	0	0	0	1	0	0
Gm48201	0	0	0	0	0	0	0	0
Gm48202	0	1	1	0	0	0	0	0
Gm48203	0	0	0	0	0	1	0	0
Gm48204	0	0	1	1	0	1	0	2
Gm48205	0	0	0	0	0	0	0	0
Gm48206	0	0	0	0	0	0	0	0
Gm48207	0	0	2	1	1	0	0	1
Gm48208	0	0	0	0	0	0	0	0
Gm48209	0	0	0	0	0	0	0	0
Gm4821	0	2	3	0	1	1	1	1
Gm48210	0	0	0	0	1	0	0	0
Gm48211	0	0	0	0	0	0	0	0
Gm48212	0	0	0	0	0	0	0	0
Gm48213	0	0	0	0	0	0	0	0
Gm48214	0	0	0	0	0	0	0	0
Gm48215	0	0	0	0	0	0	0	0
Gm48216	0	0	0	0	0	0	0	0
Gm48217	0	0	0	0	0	0	0	0
Gm48218	0	0	0	0	0	0	0	0
Gm48219	0	0	0	0	0	0	0	0
Gm4822	0	0	0	0	0	0	0	0
Gm48220	0	0	0	0	0	0	0	0
Gm48221	0	0	0	0	0	0	0	0
Gm48222	0	0	0	0	0	0	0	0
Gm48223	0	0	0	0	0	0	0	0
Gm48224	0	0	0	0	0	0	0	0
Gm48225	4	5	7	7	6	6	7	5
Gm48226	188	183	185	272	169	195	169	242
Gm48227	0	0	0	0	0	0	0	0
Gm48228	0	0	0	0	0	0	0	0
Gm48229	0	0	0	0	0	0	0	0
Gm4823	1	2	1	1	1	2	1	1
Gm48230	2	2	1	2	6	2	3	2
Gm48231	0	9	5	3	4	4	4	2
Gm48232	0	0	0	0	0	0	0	0
Gm48233	1	0	0	2	0	2	0	1
Gm48234	0	0	0	0	0	0	0	0
Gm48235	0	0	0	0	0	0	0	0
Gm48236	0	3	0	3	3	1	2	1
Gm48237	0	0	0	0	0	0	0	0
Gm48238	0	0	0	0	0	0	0	0
Gm48239	82	69	13	69	15	7	6	12
Gm4824	0	3	0	3	1	3	2	2
Gm48240	0	0	0	0	0	0	0	0
Gm48241	0	0	0	0	0	0	0	0
Gm48242	12	10	6	14	3	5	3	2
Gm48243	0	0	0	0	0	0	0	0
Gm48244	0	0	0	0	0	0	0	0
Gm48245	0	0	0	0	0	0	0	0
Gm48246	0	0	0	0	0	0	0	0
Gm48247	0	0	0	0	0	0	0	0
Gm48248	5	3	4	1	1	6	2	4
Gm48249	10	11	4	16	4	8	7	18
Gm4825	5	0	0	1	0	1	0	0
Gm48250	0	0	0	0	0	0	0	0
Gm48251	0	0	0	0	0	0	0	0
Gm48252	0	0	0	0	0	0	0	0
Gm48253	0	0	0	0	0	0	0	0
Gm48254	1	0	1	0	1	1	1	2
Gm48255	0	0	0	0	0	0	0	0
Gm48256	0	0	0	0	0	0	0	0
Gm48257	0	0	0	1	0	0	0	0
Gm48258	0	0	0	0	0	0	0	0
Gm48259	9	5	7	11	7	11	16	16
Gm48260	0	0	0	0	0	0	0	0
Gm48261	4	3	8	3	3	10	1	5
Gm48262	1	1	1	0	0	0	1	0
Gm48263	0	0	0	0	0	0	0	0
Gm48264	0	0	0	0	0	0	0	1
Gm48265	1	2	0	1	0	0	0	0
Gm48266	0	0	2	0	0	0	0	0
Gm48267	92	85	69	81	68	64	61	82
Gm48268	1	1	0	2	1	0	1	1
Gm48269	0	0	0	0	0	0	0	0
Gm48270	0	0	0	0	0	0	0	0
Gm48271	0	0	0	0	0	1	0	0
Gm48272	0	0	0	1	0	0	0	0
Gm48273	0	0	0	0	0	0	0	0
Gm48274	0	0	0	0	0	0	0	0
Gm48275	0	0	0	0	0	0	0	0
Gm48276	0	0	0	0	0	0	0	0
Gm48277	0	1	0	0	0	0	0	0
Gm48278	1	0	0	1	0	0	0	0
Gm48279	1	0	2	1	1	0	0	3
Gm4828	2	3	2	0	0	1	0	0
Gm48280	3	0	1	2	3	1	5	5
Gm48281	0	0	0	0	0	0	0	0
Gm48282	0	0	0	1	0	0	0	1
Gm48283	1	18	4	22	4	2	0	16
Gm48284	7	3	2	13	0	0	3	5
Gm48285	0	0	0	0	0	0	0	0
Gm48286	1	1	1	1	0	0	0	2
Gm48287	0	0	1	0	0	0	0	1
Gm48288	0	0	0	0	0	0	0	1
Gm48289	0	0	0	0	0	0	0	0
Gm4829	9	2	18	5	10	13	24	11
Gm48290	0	0	0	0	0	0	0	0
Gm48291	0	0	0	0	0	0	0	0
Gm48292	0	0	0	0	0	0	0	0
Gm48293	2	2	2	4	1	0	1	1
Gm48294	0	0	2	0	0	0	0	0
Gm48295	17	25	24	41	23	23	16	21
Gm48296	3	0	1	1	0	1	0	0
Gm48297	0	0	2	1	0	0	0	0
Gm48298	1	0	0	2	5	2	0	2
Gm48299	0	0	0	0	0	0	0	0
Gm48300	0	0	4	0	0	4	1	0
Gm48301	0	0	0	0	0	0	0	0
Gm48302	1	0	1	0	0	2	0	1
Gm48303	0	0	1	1	0	0	0	4
Gm48304	0	0	0	0	0	0	0	0
Gm48305	0	0	0	0	0	0	0	0
Gm48306	0	0	0	0	0	0	0	0
Gm48307	1	0	0	0	0	0	0	0
Gm48308	1	1	0	0	0	0	0	0
Gm48309	0	0	0	0	0	0	0	0
Gm4831	0	0	0	0	0	0	0	0
Gm48310	0	0	0	0	0	0	0	0
Gm48311	0	0	0	0	0	0	0	0
Gm48312	0	0	0	0	0	0	0	0
Gm48313	0	0	0	0	0	0	0	0
Gm48314	5	2	2	4	2	1	0	2
Gm48315	0	0	0	0	0	0	0	0
Gm48316	0	0	0	0	0	0	0	0
Gm48317	0	0	0	0	0	0	0	0
Gm48318	0	0	0	0	0	0	0	0
Gm48319	0	0	0	0	0	0	0	0
Gm4832	1	0	0	2	0	0	0	3
Gm48320	0	0	0	1	0	0	1	0
Gm48321	0	0	0	0	0	0	0	0
Gm48322	0	0	0	0	0	0	0	0
Gm48323	0	0	0	0	0	0	0	0
Gm48324	0	1	1	1	0	0	0	0
Gm48325	0	0	0	0	0	0	0	1
Gm48326	0	0	0	0	0	0	0	0
Gm48327	7	2	2	5	2	0	0	1
Gm48328	0	0	1	1	0	0	1	1
Gm48329	0	0	0	0	0	0	0	1
Gm4833	0	0	0	1	0	1	0	1
Gm48330	0	0	0	0	0	0	0	0
Gm48331	0	0	0	0	0	0	0	0
Gm48332	0	0	0	0	0	0	0	0
Gm48333	0	0	0	0	0	0	0	0
Gm48334	0	0	0	2	0	1	0	0
Gm48335	1	0	0	2	1	1	0	2
Gm48336	0	0	0	0	0	0	0	0
Gm48337	0	0	0	0	0	0	0	0
Gm48338	1	0	0	1	1	1	2	0
Gm48339	0	1	2	0	1	4	2	0
Gm4834	0	0	0	0	0	0	0	0
Gm48340	0	0	0	0	0	0	0	0
Gm48341	0	0	0	0	0	0	0	0
Gm48342	6	14	3	16	4	3	7	10
Gm48343	0	0	0	1	0	0	0	0
Gm48344	0	0	0	0	0	0	0	0
Gm48345	0	0	0	0	0	0	0	0
Gm48346	0	0	0	0	0	0	0	0
Gm48347	0	0	0	0	0	0	0	0
Gm48348	0	0	0	0	0	0	0	0
Gm48349	7	4	5	3	11	7	9	10
Gm4835	1	7	5	4	4	3	5	3
Gm48350	3	3	4	0	3	5	4	8
Gm48351	0	0	0	0	0	0	0	0
Gm48352	0	0	0	0	0	0	0	0
Gm48353	1	1	2	0	4	1	2	1
Gm48354	0	0	0	0	0	0	0	0
Gm48355	0	0	0	0	0	0	0	0
Gm48356	1	0	0	0	0	1	0	1
Gm48357	6	3	2	5	7	3	4	10
Gm48358	5	3	0	3	0	0	0	1
Gm48359	0	0	0	0	0	0	0	0
Gm4836	0	0	0	0	0	0	0	0
Gm48360	1	0	0	0	0	0	0	0
Gm48361	1	0	0	0	0	0	0	0
Gm48362	0	0	0	0	0	0	0	0
Gm48363	1	0	0	0	0	0	0	0
Gm48365	0	0	1	0	0	0	0	0
Gm48366	0	0	0	0	0	0	0	0
Gm48367	0	0	0	0	0	0	1	0
Gm48368	0	0	0	0	0	0	0	0
Gm48369	1	1	2	4	1	1	1	0
Gm4837	0	0	3	0	0	0	0	0
Gm48370	0	0	0	0	0	0	0	0
Gm48371	0	0	0	0	0	0	0	1
Gm48372	1	1	0	1	0	0	2	0
Gm48373	0	0	0	0	0	0	0	0
Gm48374	2	0	2	5	1	0	1	1
Gm48375	3	2	1	2	1	1	2	2
Gm48376	0	0	0	0	0	0	0	0
Gm48377	0	0	0	0	0	0	0	0
Gm48378	0	0	0	0	0	0	0	0
Gm48379	0	0	0	0	0	0	0	0
Gm48380	0	0	0	0	0	0	0	0
Gm48381	0	7	1	1	4	1	0	3
Gm48382	2	3	4	2	2	2	2	2
Gm48383	0	0	0	0	0	0	0	0
Gm48384	0	0	0	0	0	0	0	0
Gm48385	1	0	4	0	1	4	2	0
Gm48386	0	0	0	0	0	0	0	0
Gm48387	0	0	0	0	0	0	0	0
Gm48388	0	0	0	0	0	0	0	0
Gm4839	0	0	0	0	0	0	0	0
Gm48390	0	0	0	0	0	0	0	0
Gm48391	0	1	0	1	0	0	0	0
Gm48392	0	0	0	0	0	0	0	0
Gm48393	25	29	20	32	23	12	18	30
Gm48394	0	0	0	0	0	0	0	0
Gm48395	0	0	0	0	0	0	0	0
Gm48396	0	0	0	0	0	0	0	0
Gm48397	2	2	0	1	1	2	0	2
Gm48398	1	0	0	2	0	1	0	0
Gm48399	0	0	0	0	0	0	0	0
Gm4840	5	6	3	2	0	1	5	2
Gm48400	0	0	0	0	0	0	0	0
Gm48401	0	0	0	0	0	0	0	0
Gm48402	0	0	0	0	0	0	0	0
Gm48403	0	0	0	0	0	0	0	0
Gm48404	0	0	0	0	0	0	0	0
Gm48405	10	3	5	7	2	3	2	4
Gm48406	0	0	0	0	0	0	0	0
Gm48407	0	0	0	0	0	0	0	0
Gm48408	311	443	355	433	303	346	319	373
Gm48409	0	0	0	0	0	0	0	0
Gm4841	2	0	3	2	0	1	1	1
Gm48410	0	0	0	0	0	0	0	0
Gm48411	0	0	0	0	0	0	0	0
Gm48412	0	0	0	0	0	0	0	0
Gm48413	0	0	0	0	0	0	0	0
Gm48414	0	0	0	0	0	0	0	0
Gm48415	0	0	0	0	0	0	0	0
Gm48416	0	0	0	0	0	0	0	0
Gm48417	0	0	0	0	0	0	0	0
Gm48418	0	0	0	0	0	0	0	0
Gm48419	0	0	0	0	0	0	0	0
Gm4842	0	0	0	0	0	0	0	0
Gm48420	62	57	33	58	39	46	35	51
Gm48421	0	0	0	0	0	0	0	0
Gm48422	0	0	0	0	0	0	0	0
Gm48423	0	0	0	0	0	0	0	0
Gm48424	0	0	0	0	0	0	0	0
Gm48425	0	0	0	0	0	0	0	0
Gm48426	0	0	0	0	0	0	0	0
Gm48427	0	2	0	1	0	1	3	0
Gm48428	0	0	0	0	0	0	0	0
Gm48429	0	0	0	0	0	0	0	0
Gm48430	0	0	0	0	0	0	0	0
Gm48431	0	0	0	0	0	0	0	0
Gm48432	1	0	0	0	0	2	0	0
Gm48433	1	0	1	2	2	1	0	0
Gm48434	0	0	0	0	0	0	0	0
Gm48435	0	0	0	0	0	0	0	0
Gm48436	0	0	0	0	0	0	0	1
Gm48437	0	1	0	0	1	1	0	0
Gm48438	4	2	1	2	0	0	1	1
Gm48439	0	0	0	0	0	0	0	0
Gm48440	0	0	0	0	0	0	0	0
Gm48441	0	0	0	0	0	0	0	0
Gm48442	0	0	0	0	0	0	0	0
Gm48443	0	0	0	0	0	0	0	0
Gm48444	0	0	0	0	0	0	0	1
Gm48445	0	0	0	0	0	0	0	0
Gm48446	0	0	0	0	0	0	0	0
Gm48447	0	0	0	0	0	0	0	0
Gm48448	1	0	0	1	0	0	0	0
Gm48449	0	0	0	0	0	0	0	0
Gm4845	0	0	0	0	0	0	0	0
Gm48450	1	0	0	1	0	0	0	0
Gm48451	1	1	0	0	0	0	0	0
Gm48452	0	0	0	2	0	0	0	0
Gm48453	0	0	0	0	0	0	0	0
Gm48454	0	0	0	2	0	0	0	0
Gm48455	0	0	0	0	0	0	0	0
Gm48456	0	0	0	0	0	0	0	0
Gm48457	1	1	0	0	0	0	0	0
Gm48458	0	0	0	0	0	0	0	0
Gm48459	0	0	0	0	0	0	0	0
Gm4846	0	0	0	0	0	0	0	0
Gm48460	0	0	0	0	0	0	0	0
Gm48461	1	0	1	0	0	1	0	0
Gm48462	0	0	0	0	0	0	0	0
Gm48463	0	0	0	0	0	0	0	1
Gm48464	3	0	0	1	0	0	0	0
Gm48465	1	1	0	1	0	1	1	2
Gm48466	1	0	0	1	0	0	0	0
Gm48467	0	0	0	0	0	0	0	0
Gm48468	0	0	0	0	0	0	0	0
Gm48469	0	0	0	0	0	0	0	0
Gm4847	2	1	1	2	2	1	0	1
Gm48470	0	0	0	0	0	0	0	0
Gm48471	0	0	0	1	0	0	0	0
Gm48472	0	0	0	0	0	0	0	0
Gm48473	0	0	0	0	0	0	0	0
Gm48474	0	0	0	0	0	0	0	0
Gm48475	0	0	0	0	0	0	0	0
Gm48476	0	0	0	0	0	0	0	0
Gm48477	0	0	0	0	0	0	0	0
Gm48478	2	0	1	2	3	4	0	5
Gm48479	0	0	0	0	0	0	0	0
Gm48480	0	0	0	0	0	0	0	0
Gm48481	0	0	0	0	0	0	0	0
Gm48482	335	268	170	378	151	152	194	200
Gm48483	0	0	0	0	0	0	0	0
Gm48484	0	0	0	0	0	0	0	0
Gm48485	42	40	3	37	8	5	4	4
Gm48486	0	0	0	0	0	0	0	0
Gm48487	0	0	0	0	0	0	0	0
Gm48488	54	67	27	83	18	23	14	25
Gm48489	0	0	0	0	0	0	0	0
Gm4849	2	2	0	0	0	1	1	1
Gm48490	0	0	0	0	0	0	0	0
Gm48491	0	0	0	0	0	0	0	0
Gm48492	0	0	0	0	0	0	0	0
Gm48493	0	0	0	0	0	0	0	0
Gm48494	0	0	0	0	0	0	0	0
Gm48495	12	7	5	10	11	13	13	5
Gm48496	0	0	0	1	1	0	0	0
Gm48497	0	0	0	0	0	0	0	0
Gm48498	0	0	0	0	0	0	0	0
Gm48499	0	0	0	0	0	0	0	0
Gm4850	0	0	0	0	0	0	0	0
Gm48500	1	3	8	3	3	0	1	2
Gm48501	0	0	0	0	0	0	0	0
Gm48502	0	0	0	0	0	0	0	0
Gm48503	0	0	0	0	0	0	0	0
Gm48504	0	0	0	0	0	0	0	0
Gm48505	0	1	0	0	0	2	1	0
Gm48506	0	0	0	0	0	0	0	0
Gm48507	1	1	0	0	1	0	0	0
Gm48508	0	3	28	2	10	18	21	23
Gm48509	0	0	0	0	0	0	0	0
Gm48510	2	3	3	3	1	2	1	1
Gm48511	1	1	1	0	1	2	1	2
Gm48512	2	11	6	7	5	6	1	15
Gm48513	0	0	0	0	0	0	0	0
Gm48514	0	0	0	0	0	0	0	0
Gm48515	0	0	0	0	0	0	0	0
Gm48516	0	0	0	0	0	0	0	0
Gm48517	0	0	0	0	0	0	0	0
Gm48518	0	0	0	0	0	0	0	0
Gm48519	0	0	0	0	0	0	0	0
Gm4852	0	1	0	0	1	0	0	0
Gm48520	0	0	0	0	0	0	0	0
Gm48521	3	1	0	4	1	0	0	1
Gm48522	0	0	0	0	0	0	0	0
Gm48523	0	0	0	0	0	0	0	0
Gm48524	5	6	4	4	2	2	2	4
Gm48525	0	0	0	0	0	0	0	0
Gm48526	0	0	0	0	0	0	0	0
Gm48527	0	0	0	0	0	0	0	0
Gm48528	0	0	0	0	0	0	0	0
Gm48529	97	102	44	111	36	44	44	73
Gm4853	0	0	0	0	2	0	0	0
Gm48530	0	0	0	0	0	1	1	0
Gm48531	0	0	0	0	0	0	0	0
Gm48532	3	0	0	2	2	1	0	2
Gm48533	0	0	0	0	0	0	0	0
Gm48534	0	0	0	0	0	0	0	0
Gm48535	0	1	0	1	0	0	0	0
Gm48536	15	3	11	10	5	5	9	13
Gm48537	0	0	1	1	0	0	0	1
Gm48538	1	0	1	2	1	6	0	0
Gm48539	0	0	0	0	0	0	0	0
Gm4854	0	0	0	0	0	0	0	0
Gm48540	0	0	0	0	0	0	0	0
Gm48541	0	1	1	0	0	0	0	0
Gm48542	1	1	0	0	0	0	1	0
Gm48543	1	0	0	2	0	0	1	0
Gm48544	0	0	0	0	0	0	0	0
Gm48545	0	0	0	0	0	0	0	0
Gm48546	0	0	0	0	0	0	0	0
Gm48547	0	0	0	0	0	0	0	0
Gm48548	0	0	1	0	0	0	0	0
Gm48549	0	0	0	0	0	0	0	0
Gm4855	3	0	0	0	0	0	0	0
Gm48550	3	2	0	1	1	0	0	1
Gm48551	38	22	26	28	28	34	31	41
Gm48552	19	12	20	8	15	20	20	14
Gm48553	0	0	0	0	0	0	0	0
Gm48554	0	0	0	0	0	0	0	0
Gm48555	0	0	0	0	0	0	0	0
Gm48556	2	2	1	1	1	1	0	0
Gm48557	0	1	0	0	1	0	0	0
Gm48558	0	0	0	2	0	0	0	1
Gm48559	0	1	0	0	0	0	0	2
Gm4856	0	0	0	0	0	0	0	0
Gm48560	0	0	0	0	0	0	0	0
Gm48561	0	0	0	0	0	0	0	0
Gm48562	8	11	5	13	2	11	14	12
Gm48563	0	0	0	0	0	0	0	0
Gm48564	0	0	0	0	0	0	0	0
Gm48565	0	0	5	0	2	1	2	1
Gm48566	0	1	0	1	0	1	0	0
Gm48567	0	0	0	0	0	0	0	0
Gm48568	0	0	1	0	0	0	0	0
Gm48569	0	0	0	1	0	0	0	0
Gm4857	0	0	0	0	0	0	0	0
Gm48570	0	0	1	0	0	1	1	1
Gm48571	0	0	0	0	0	0	0	0
Gm48572	0	0	0	0	0	0	0	0
Gm48573	0	0	0	2	0	0	1	0
Gm48574	0	1	0	0	1	2	0	1
Gm48575	0	0	0	0	0	0	0	0
Gm48576	0	0	0	0	0	0	0	0
Gm48577	0	0	0	0	0	0	0	0
Gm48578	0	0	0	0	0	0	0	0
Gm48579	0	0	0	0	0	0	0	0
Gm48580	0	0	0	0	0	0	0	0
Gm48581	2	1	0	1	5	0	0	0
Gm48582	114	103	78	108	84	62	78	102
Gm48583	0	0	0	0	0	1	0	0
Gm48584	0	0	0	0	0	0	0	0
Gm48585	6	6	4	2	1	4	5	1
Gm48586	2	7	1	6	1	4	5	0
Gm48587	0	0	0	0	0	0	0	0
Gm48588	0	0	0	0	0	0	0	0
Gm48589	0	0	0	0	0	0	0	0
Gm4859	0	0	1	1	0	1	0	0
Gm48590	0	0	0	0	0	0	0	0
Gm48591	0	0	0	0	0	0	0	1
Gm48592	0	0	0	0	0	0	0	0
Gm48593	3	17	5	12	8	4	4	3
Gm48594	0	0	0	0	0	0	0	0
Gm48595	0	0	0	0	0	0	0	0
Gm48596	1	0	1	2	2	0	3	3
Gm48597	0	0	0	0	0	0	0	1
Gm48598	0	0	0	0	0	0	0	0
Gm48599	0	0	0	0	0	0	0	0
Gm4860	0	0	0	0	0	0	0	0
Gm48600	20	25	33	10	21	15	20	31
Gm48601	0	0	0	0	0	0	0	0
Gm48602	0	0	0	2	3	1	1	3
Gm48603	0	0	0	0	0	0	0	1
Gm48604	338	203	217	239	208	179	205	235
Gm48605	0	2	1	1	2	2	0	1
Gm48606	0	0	1	1	0	0	0	0
Gm48607	0	0	0	0	0	0	0	0
Gm48608	0	0	0	0	0	0	0	0
Gm48609	0	0	0	1	0	0	0	1
Gm4861	1	3	1	1	4	0	0	13
Gm48610	1	1	2	3	0	0	1	0
Gm48611	1	1	1	2	0	1	4	2
Gm48612	0	0	0	0	0	0	0	0
Gm48613	0	0	0	0	0	0	0	0
Gm48614	1	0	1	3	0	1	1	2
Gm48615	0	0	0	0	0	0	0	0
Gm48616	0	0	1	0	0	0	0	0
Gm48617	0	0	0	0	0	0	0	0
Gm48618	0	0	0	0	0	0	0	0
Gm48619	4	0	3	6	5	0	4	0
Gm4862	0	0	0	0	0	0	0	0
Gm48620	5	7	1	6	3	0	1	3
Gm48621	0	0	1	0	0	0	1	2
Gm48622	3	7	2	13	2	3	11	8
Gm48623	265	323	341	447	303	407	369	301
Gm48624	0	2	5	6	3	4	1	6
Gm48625	0	0	0	0	0	0	0	0
Gm48626	0	0	0	0	0	0	0	0
Gm48627	6	9	6	13	7	12	7	9
Gm48628	0	0	0	0	0	0	0	0
Gm48629	0	0	0	0	0	0	0	0
Gm4863	1	0	0	0	0	0	0	0
Gm48630	2	0	0	0	0	0	0	0
Gm48631	0	0	0	0	0	0	0	0
Gm48632	8	8	2	6	1	0	3	2
Gm48633	2	0	2	0	0	1	0	0
Gm48634	0	0	0	0	0	0	0	0
Gm48635	0	0	0	0	0	0	0	0
Gm48636	0	0	0	0	0	0	0	0
Gm48637	0	0	0	0	0	0	0	0
Gm48638	0	0	0	0	0	0	0	0
Gm48639	24	15	7	12	17	8	7	17
Gm4864	1	0	0	0	0	1	2	1
Gm48640	0	0	0	0	0	0	0	0
Gm48641	0	0	0	0	0	0	0	0
Gm48642	0	0	0	0	0	0	0	0
Gm48643	0	0	0	0	0	0	0	0
Gm48644	0	0	0	0	0	0	0	0
Gm48645	0	0	0	0	0	0	0	0
Gm48646	5	6	0	3	2	1	2	1
Gm48647	0	0	0	0	0	0	0	0
Gm48648	0	0	0	0	0	0	0	0
Gm48649	0	0	0	0	0	0	0	0
Gm4865	4	2	7	3	2	4	5	1
Gm48650	0	0	0	0	0	0	0	0
Gm48651	0	0	0	0	0	0	0	0
Gm48652	0	0	0	0	0	0	0	0
Gm48653	182	107	68	125	71	62	63	84
Gm48654	0	0	0	0	0	0	0	0
Gm48655	16	19	24	20	13	19	16	36
Gm48656	0	0	0	0	0	0	0	0
Gm48657	1	0	0	1	1	0	0	0
Gm48658	0	0	0	0	0	0	0	0
Gm48659	0	0	0	0	0	0	0	0
Gm4866	0	0	0	0	0	0	0	0
Gm48660	0	0	0	0	0	0	0	0
Gm48661	0	0	0	0	0	0	0	0
Gm48662	0	0	0	0	0	1	0	0
Gm48663	0	0	0	0	0	0	0	0
Gm48664	0	0	0	0	0	0	1	0
Gm48665	0	0	0	0	0	0	0	0
Gm48666	0	0	0	0	0	0	0	0
Gm48667	0	0	1	0	0	0	0	0
Gm48668	0	0	0	0	0	0	0	0
Gm48669	0	0	0	0	0	0	0	0
Gm48670	2	2	1	0	0	2	0	1
Gm48671	0	0	0	0	0	0	0	0
Gm48672	0	0	0	0	0	0	0	0
Gm48673	3	1	3	4	4	6	2	5
Gm48674	0	0	0	0	0	0	0	0
Gm48675	0	0	0	0	0	0	0	0
Gm48676	0	0	0	0	0	0	0	0
Gm48677	1	1	0	2	0	0	0	0
Gm48678	12	13	56	17	32	29	67	46
Gm48679	0	0	0	0	0	0	0	0
Gm4868	0	0	0	0	0	0	0	0
Gm48680	0	0	0	0	0	0	0	0
Gm48681	0	0	0	0	0	0	0	0
Gm48682	0	0	0	0	0	0	0	0
Gm48683	0	0	0	0	0	0	0	0
Gm48684	16	19	12	27	9	9	11	19
Gm48685	0	0	0	0	0	0	0	0
Gm48686	0	0	0	0	0	0	0	0
Gm48687	0	0	0	0	0	0	0	0
Gm48688	0	0	0	0	0	0	0	0
Gm48689	0	0	0	0	0	0	0	0
Gm48690	1	1	2	2	1	2	1	3
Gm48691	6	13	8	18	9	6	9	4
Gm48692	6	3	8	5	11	7	10	8
Gm48693	0	0	0	0	0	0	0	1
Gm48694	0	0	0	0	0	0	0	0
Gm48695	8	5	11	6	13	19	12	18
Gm48696	0	0	0	0	0	0	0	0
Gm48697	17	19	0	25	7	1	5	3
Gm48698	0	0	0	1	0	0	0	0
Gm48699	0	1	2	4	1	1	3	6
Gm4870	0	0	0	0	0	0	0	0
Gm48700	23	34	50	27	34	30	35	49
Gm48701	7	2	11	9	10	18	9	23
Gm48702	0	1	1	0	0	0	1	0
Gm48703	0	0	0	0	0	0	0	0
Gm48704	0	0	0	0	0	0	0	0
Gm48705	0	1	0	1	0	1	0	0
Gm48706	0	0	1	2	0	0	0	0
Gm48707	0	0	0	0	0	0	0	1
Gm48708	0	0	0	0	0	0	0	0
Gm48709	0	0	0	0	0	0	0	0
Gm4871	0	0	0	0	0	0	0	0
Gm48710	23	21	7	10	18	9	7	17
Gm48711	0	0	0	0	0	0	0	0
Gm48712	1	0	0	0	0	0	0	0
Gm48713	43	50	58	32	48	44	58	57
Gm48714	32	26	13	25	15	17	11	23
